# MEAN_SAMPLE_SIZE = 24564
# TOTAL_GENES = 17778
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_cc:go_cytoplasmic_side_of...3         SET     151     -0.12804     -0.01175       0.0752      0.95567 GO_cc:go_cytoplasmic_side_of_membrane
GO_cc:go_platelet_alpha_gran...3         SET      16      0.18815    0.0056422      0.26218      0.23649 GO_cc:go_platelet_alpha_granule_membrane
GO_cc:go_neuron_projection_t...          SET     119    -0.033576   -0.0027379     0.084801      0.65392 GO_cc:go_neuron_projection_terminus
GO_cc:go_cytoplasmic_region              SET     444     0.028116    0.0043875     0.043764       0.2603 GO_cc:go_cytoplasmic_region
GO_cc:go_proteasome_regulato...1         SET      11     -0.20799   -0.0051723       0.2549      0.79274 GO_cc:go_proteasome_regulatory_particle_base_subcomplex
GO_cc:go_ribosome                        SET     205    -0.048612     -0.00519     0.059831      0.79174 GO_cc:go_ribosome
GO_cc:go_mhc_protein_complex             SET      22      0.38417     0.013506      0.22032     0.040613 GO_cc:go_mhc_protein_complex
GO_cc:go_actin_cytoskeleton              SET     450    0.0078954    0.0012402      0.04392      0.42867 GO_cc:go_actin_cytoskeleton
GO_cc:go_glycoprotein_complex            SET      17     -0.12652   -0.0039107       0.2145      0.72235 GO_cc:go_glycoprotein_complex
GO_cc:go_exocytic_vesicle                SET     188     0.049768    0.0050908     0.065231      0.22275 GO_cc:go_exocytic_vesicle
GO_cc:go_rna_polymerase_comp...          SET      93    -0.085982   -0.0062027     0.084712      0.84494 GO_cc:go_rna_polymerase_complex
GO_cc:go_mrna_cleavage_facto...          SET      17     -0.38457    -0.011887      0.19989      0.97281 GO_cc:go_mrna_cleavage_factor_complex
GO_cc:go_perinuclear_region_...          SET     627     0.036228    0.0066827     0.036653      0.16149 GO_cc:go_perinuclear_region_of_cytoplasm
GO_cc:go_nucleolar_part                  SET     155    -0.027045   -0.0025143     0.073091      0.64431 GO_cc:go_nucleolar_part
GO_cc:go_rna_polymerase_ii_t...1         SET     143    -0.089093   -0.0079584     0.073213      0.88817 GO_cc:go_rna_polymerase_ii_transcription_factor_complex
GO_cc:go_ino80_type_complex              SET      23      0.11034    0.0039664      0.15446      0.23751 GO_cc:go_ino80_type_complex
GO_cc:go_cell_cortex_part                SET     162    -0.055986   -0.0053201     0.071879      0.78197 GO_cc:go_cell_cortex_part
GO_cc:go_smn_complex                     SET      10     -0.50685    -0.012018      0.24863      0.97924 GO_cc:go_smn_complex
GO_cc:go_golgi_stack                     SET     127    -0.068368    -0.005758     0.081344      0.79967 GO_cc:go_golgi_stack
GO_cc:go_scf_ubiquitin_ligas...          SET      56      0.18827      0.01055      0.12616     0.067808 GO_cc:go_scf_ubiquitin_ligase_complex
GO_cc:go_cd40_receptor_compl...          SET       9     -0.20383   -0.0045851      0.33606      0.72792 GO_cc:go_cd40_receptor_complex
GO_cc:go_bloc_1_complex                  SET      11     0.025475   0.00063351      0.23733      0.45726 GO_cc:go_bloc_1_complex
GO_cc:go_t_cell_receptor_com...          SET      16    -0.071571   -0.0021462      0.24312      0.61577 GO_cc:go_t_cell_receptor_complex
GO_cc:go_cytosolic_part                  SET     214      0.02508    0.0027351     0.060515      0.33928 GO_cc:go_cytosolic_part
GO_cc:go_vacuole                         SET     681     0.041075    0.0078839     0.035422      0.12312 GO_cc:go_vacuole
GO_cc:go_secretory_vesicle               SET     900     0.025358    0.0055595     0.031666      0.21163 GO_cc:go_secretory_vesicle
GO_cc:go_nuclear_speck                   SET     350    -0.027112   -0.0037665     0.046066      0.72191 GO_cc:go_nuclear_speck
GO_cc:go_nuclear_transcripti...2         SET      23     0.072973    0.0026231      0.20916      0.36359 GO_cc:go_nuclear_transcriptional_repressor_complex
GO_cc:go_nuclear_cyclin_depe...          SET      11      0.23468    0.0058359      0.25469      0.17842 GO_cc:go_nuclear_cyclin_dependent_protein_kinase_holoenzyme_complex
GO_cc:go_site_of_polarized_g...          SET     139      0.09498    0.0083658     0.080391      0.11871 GO_cc:go_site_of_polarized_growth
GO_cc:go_endocytic_vesicle               SET     264     0.043512     0.005263     0.057841      0.22595 GO_cc:go_endocytic_vesicle
GO_cc:go_chromosomal_region              SET     303      0.12109     0.015674     0.049104    0.0068369 GO_cc:go_chromosomal_region
GO_cc:go_inclusion_body                  SET      73     -0.02168   -0.0013864      0.10254      0.58372 GO_cc:go_inclusion_body
GO_cc:go_mitotic_spindle                 SET      85     0.025246    0.0017415     0.089735      0.38923 GO_cc:go_mitotic_spindle
GO_cc:go_anaphase_promoting_...          SET      19     0.082366    0.0026913      0.17244      0.31645 GO_cc:go_anaphase_promoting_complex
GO_cc:go_nuclear_inclusion_b...          SET      12    -0.021217  -0.00055107      0.27086      0.53122 GO_cc:go_nuclear_inclusion_body
GO_cc:go_proton_transporting...6         SET      21    -0.026465  -0.00090907      0.18059      0.55825 GO_cc:go_proton_transporting_two_sector_atpase_complex_proton_transporting_domain
GO_cc:go_male_germ_cell_nucl...          SET      13     -0.14669   -0.0039654      0.25677       0.7161 GO_cc:go_male_germ_cell_nucleus
GO_cc:go_myofilament                     SET      30       0.1754    0.0071994      0.16462      0.14333 GO_cc:go_myofilament
GO_cc:go_gemini_of_coiled_bo...          SET      11     -0.38006   -0.0094512      0.23067      0.95028 GO_cc:go_gemini_of_coiled_bodies
GO_cc:go_cell_projection_mem...          SET     310      0.13138     0.017197      0.05293     0.006535 GO_cc:go_cell_projection_membrane
GO_cc:go_apical_part_of_cell             SET     353     0.019768    0.0027579     0.051343      0.35011 GO_cc:go_apical_part_of_cell
GO_cc:go_intrinsic_component...1         SET     136    -0.014669   -0.0012782      0.07833      0.57428 GO_cc:go_intrinsic_component_of_endoplasmic_reticulum_membrane
GO_cc:go_spindle_pole                    SET     135    -0.028112   -0.0024404     0.075371      0.64541 GO_cc:go_spindle_pole
GO_cc:go_fanconi_anaemia_nuc...          SET      12     -0.26509   -0.0068851      0.26873      0.83804 GO_cc:go_fanconi_anaemia_nuclear_complex
GO_cc:go_sex_chromosome                  SET      25     0.053476     0.002004      0.17201      0.37794 GO_cc:go_sex_chromosome
GO_cc:go_neuron_part                     SET    1516    0.0021972   0.00061368     0.025091      0.46511 GO_cc:go_neuron_part
GO_cc:go_cajal_body                      SET      52      0.13635    0.0073636      0.11051      0.10864 GO_cc:go_cajal_body
GO_cc:go_rough_endoplasmic_r...1         SET      73     0.033273    0.0021278      0.11138      0.38257 GO_cc:go_rough_endoplasmic_reticulum
GO_cc:go_transferase_complex             SET     674     0.026203    0.0050045     0.034269      0.22225 GO_cc:go_transferase_complex
GO_cc:go_vacuolar_proton_tra...          SET      16     -0.10697   -0.0032077      0.23339      0.67664 GO_cc:go_vacuolar_proton_transporting_v_type_atpase_complex
GO_cc:go_apical_junction_com...          SET     126     0.066633    0.0055899     0.083171      0.21153 GO_cc:go_apical_junction_complex
GO_cc:go_microbody                       SET     117    0.0001371   1.1086e-05     0.081483      0.49933 GO_cc:go_microbody
GO_cc:go_germ_cell_nucleus               SET      17      -0.1631   -0.0050414      0.23119      0.75974 GO_cc:go_germ_cell_nucleus
GO_cc:go_intrinsic_component...9         SET    1514    -0.013627   -0.0038037     0.026355      0.69744 GO_cc:go_intrinsic_component_of_plasma_membrane
GO_cc:go_pore_complex                    SET      16     0.077014    0.0023094      0.24639       0.3773 GO_cc:go_pore_complex
GO_cc:go_lumenal_side_of_mem...          SET      26      0.36004     0.013759      0.19565     0.032877 GO_cc:go_lumenal_side_of_membrane
GO_cc:go_golgi_associated_ve...2         SET      98      0.12376    0.0091632     0.090919     0.086739 GO_cc:go_golgi_associated_vesicle_membrane
GO_cc:go_cytoplasmic_exosome...          SET      13      0.18627    0.0050352      0.23314      0.21217 GO_cc:go_cytoplasmic_exosome_rnase_complex_
GO_cc:go_intrinsic_component...8         SET      15     0.056635    0.0016444      0.22857      0.40215 GO_cc:go_intrinsic_component_of_peroxisomal_membrane
GO_cc:go_vesicle_coat                    SET      52      0.14327    0.0077375       0.1244      0.12473 GO_cc:go_vesicle_coat
GO_cc:go_postsynapse                     SET     537     0.017639    0.0030191     0.041174      0.33418 GO_cc:go_postsynapse
GO_cc:go_precatalytic_splice...          SET      40      0.13471    0.0063826      0.11893      0.12869 GO_cc:go_precatalytic_spliceosome
GO_cc:go_axon                            SET     534     0.018444    0.0031483     0.040925      0.32611 GO_cc:go_axon
GO_cc:go_clathrin_coat                   SET      44      0.20481     0.010177      0.13877     0.069995 GO_cc:go_clathrin_coat
GO_cc:go_basal_plasma_membra...          SET      32      0.22662    0.0096061      0.16149     0.080275 GO_cc:go_basal_plasma_membrane
GO_cc:go_mcm_complex                     SET       9      0.07103    0.0015978      0.29993       0.4064 GO_cc:go_mcm_complex
GO_cc:go_nuclear_body                    SET     671    -0.015487   -0.0029515     0.033938      0.67592 GO_cc:go_nuclear_body
GO_cc:go_ampa_glutamate_rece...          SET      23    0.0069072   0.00024829       0.1957      0.48592 GO_cc:go_ampa_glutamate_receptor_complex
GO_cc:go_clathrin_coated_ves...1         SET     167     0.094647    0.0091303     0.072652     0.096341 GO_cc:go_clathrin_coated_vesicle
GO_cc:go_protein_kinase_comp...          SET      93     0.035007    0.0025254     0.094919      0.35614 GO_cc:go_protein_kinase_complex
GO_cc:go_vesicle_lumen                   SET     312   0.00041439   5.4414e-05     0.052524      0.49685 GO_cc:go_vesicle_lumen
GO_cc:go_protein_complex_inv...          SET      34      0.14503    0.0063367      0.17177      0.19924 GO_cc:go_protein_complex_involved_in_cell_adhesion
GO_cc:go_trans_golgi_network             SET     207     0.062782    0.0067352     0.059717      0.14656 GO_cc:go_trans_golgi_network
GO_cc:go_photoreceptor_outer...2         SET      13     -0.23296   -0.0062974      0.25712      0.81753 GO_cc:go_photoreceptor_outer_segment_membrane
GO_cc:go_hops_complex                    SET      12     -0.18415   -0.0047828      0.26017      0.76046 GO_cc:go_hops_complex
GO_cc:go_organelle_membrane_...          SET      17    -0.050174   -0.0015508      0.20217        0.598 GO_cc:go_organelle_membrane_contact_site
GO_cc:go_sodium_channel_comp...          SET      23     -0.19873   -0.0071436      0.22499      0.81146 GO_cc:go_sodium_channel_complex
GO_cc:go_eukaryotic_translat...3         SET      14    -0.033931  -0.00095184      0.23585       0.5572 GO_cc:go_eukaryotic_translation_initiation_factor_3_complex
GO_cc:go_ccr4_not_complex                SET      15      0.12045    0.0034973      0.22456      0.29585 GO_cc:go_ccr4_not_complex
GO_cc:go_m_band                          SET      28    -0.023535  -0.00093331      0.15812      0.55916 GO_cc:go_m_band
GO_cc:go_npbaf_complex                   SET      12      0.16068    0.0041732      0.25629      0.26535 GO_cc:go_npbaf_complex
GO_cc:go_outer_mitochondrial...          SET      17     -0.19872   -0.0061422      0.21701      0.82009 GO_cc:go_outer_mitochondrial_membrane_protein_complex
GO_cc:go_cortical_cytoskelet...          SET     102    -0.033287   -0.0025142     0.089703      0.64471 GO_cc:go_cortical_cytoskeleton
GO_cc:go_myosin_filament                 SET      21     -0.23343   -0.0080183      0.22053      0.85508 GO_cc:go_myosin_filament
GO_cc:go_cytosolic_small_rib...          SET      36    -0.077458   -0.0034822      0.13717      0.71386 GO_cc:go_cytosolic_small_ribosomal_subunit
GO_cc:go_snare_complex                   SET      41      -0.2387     -0.01145      0.13307      0.96358 GO_cc:go_snare_complex
GO_cc:go_dna_replication_fac...1         SET      15       0.3911     0.011356      0.21467     0.034245 GO_cc:go_dna_replication_factor_a_complex
GO_cc:go_ubiquitin_ligase_co...          SET     254     0.088563      0.01051     0.054714     0.052771 GO_cc:go_ubiquitin_ligase_complex
GO_cc:go_rough_endoplasmic_r...2         SET      23     -0.14554   -0.0052317       0.1927      0.77496 GO_cc:go_rough_endoplasmic_reticulum_membrane
GO_cc:go_axon_initial_segment            SET      18     0.052982    0.0016851      0.23353      0.41026 GO_cc:go_axon_initial_segment
GO_cc:go_u2_snrnp                        SET      15      0.10777    0.0031292      0.20465      0.29924 GO_cc:go_u2_snrnp
GO_cc:go_actin_filament_bund...          SET      59    -0.053309    -0.003066      0.12364      0.66682 GO_cc:go_actin_filament_bundle
GO_cc:go_perinuclear_endopla...          SET      20     -0.15795   -0.0052951      0.19327       0.7931 GO_cc:go_perinuclear_endoplasmic_reticulum
GO_cc:go_ciliary_tip                     SET      40    -0.044973   -0.0021309      0.14145      0.62473 GO_cc:go_ciliary_tip
GO_cc:go_pronucleus                      SET      15     0.092586    0.0026883       0.2342       0.3463 GO_cc:go_pronucleus
GO_cc:go_organelle_inner_mem...          SET     459      0.01908     0.003026     0.040259      0.31778 GO_cc:go_organelle_inner_membrane
GO_cc:go_golgi_cisterna                  SET      99     -0.15063     -0.01121     0.095242      0.94312 GO_cc:go_golgi_cisterna
GO_cc:go_nuclear_nucleosome              SET      31     0.091861    0.0038327      0.16709      0.29124 GO_cc:go_nuclear_nucleosome
GO_cc:go_pcg_protein_complex             SET      38     0.089144    0.0041171      0.14549      0.27004 GO_cc:go_pcg_protein_complex
GO_cc:go_golgi_apparatus_part            SET     862     0.047406     0.010183     0.031689      0.06734 GO_cc:go_golgi_apparatus_part
GO_cc:go_potassium_channel_c...          SET      89     -0.07565   -0.0053393      0.10278      0.76914 GO_cc:go_potassium_channel_complex
GO_cc:go_small_ribosomal_sub...          SET      63    -0.061312   -0.0036435      0.10385      0.72254 GO_cc:go_small_ribosomal_subunit
GO_cc:go_copi_coated_vesicle...          SET      18    -0.074761   -0.0023777      0.20126      0.64485 GO_cc:go_copi_coated_vesicle_membrane
GO_cc:go_proton_transporting...4         SET      43    -0.058569   -0.0028771      0.13322       0.6699 GO_cc:go_proton_transporting_two_sector_atpase_complex
GO_cc:go_centrosome                      SET     452     0.065813      0.01036     0.041448     0.056167 GO_cc:go_centrosome
GO_cc:go_set1c_compass_compl...          SET      11     0.075073    0.0018669       0.2387      0.37657 GO_cc:go_set1c_compass_complex
GO_cc:go_protein_phosphatase...1         SET       9      0.12546    0.0028223      0.29973      0.33776 GO_cc:go_protein_phosphatase_type_1_complex
GO_cc:go_node_of_ranvier                 SET      13      0.11915     0.003221       0.2577      0.32191 GO_cc:go_node_of_ranvier
